ICB Sub location,GP_ODS_CODE,GP_NAME,GP_GPAD_SYSTEMS,GP_SYSTEM
26A,D82042,E HARLING & KENNINGHALL MEDICAL PRACTICE,TPP,TPP
26A,D82043,WATLINGTON MEDICAL CENTRE,TPP,TPP
26A,D82044,VIDA HEALTHCARE,TPP,TPP
26A,D82045,WYMONDHAM MEDICAL PARTNERSHIP,TPP,TPP
26A,D82046,CHURCH HILL SURGERY,TPP,TPP
26A,D82047,OAK STREET MEDICAL PRACT.,TPP,TPP
26A,D82048,THORPEWOOD MEDICAL GROUP,TPP,TPP
26A,D82049,LITCHAM HEALTH CENTRE,EMIS,EMIS
26A,D82050,THEATRE ROYAL SURGERY,TPP,TPP
26A,D82051,ST JAMES MEDICAL PRACTICE,TPP,TPP
26A,D82053,MUNDESLEY MEDICAL CENTRE,TPP,TPP
26A,D82054,FAKENHAM MEDICAL PRACTICE,TPP,TPP
26A,D82056,ELMHAM SURGERY,TPP,TPP
26A,D82057,CAMPINGLAND SURGERY,EMIS,EMIS
26A,D82058,COASTAL VILLAGES PRACTICE,TPP,TPP
26A,D82059,BIRCHWOOD MEDICAL PRACTICE,TPP,TPP
26A,D82062,COLTISHALL MEDICAL PRACTICE,EMIS,EMIS
26A,D82063,WATTON MEDICAL PRACTICE,TPP,TPP
26A,D82064,HUMBLEYARD PRACTICE,TPP,TPP
26A,D82065,MANOR FARM MEDICAL CENTRE,EMIS,EMIS
26A,D82066,PASTON SURGERY,TPP,TPP
26A,D82067,THE PARK SURGERY,TPP,TPP
26A,D82068,HOWDALE SURGERY,TPP,TPP
26A,D82070,GREAT MASSINGHAM SURGERY,EMIS,EMIS
26A,D82071,EAST NORWICH MEDICAL PARTNERSHIP,TPP,TPP
26A,D82072,BURNHAM SURGERY,TPP,TPP
26A,D82073,THE LIONWOOD MEDICAL PRACTICE,TPP,TPP
26A,D82076,LAWSON ROAD SURGERY,TPP,TPP
26A,D82078,HEATHGATE MEDICAL PRACTICE,TPP,TPP
26A,D82079,FELTWELL SURGERY,TPP,TPP
26A,D82080,BLOFIELD SURGERY,TPP,TPP
26A,D82084,HARLESTON MEDICAL PRACTICE,TPP,TPP
26A,D82085,HINGHAM SURGERY,TPP,TPP
26A,D82087,PROSPECT MEDICAL PRACTICE,TPP,TPP
26A,D82088,UEA MEDICAL CENTRE,TPP,TPP
26A,D82096,WOODCOCK RD SURGERY,TPP,TPP
26A,D82099,SOUTHGATES SURGICAL & MEDICAL CENTRE,TPP,TPP
26A,D82100,SHIPDHAM SURGERY,TPP,TPP
26A,D82104,ACLE MEDICAL PARTNERSHIP,EMIS,EMIS
26A,D82105,ST CLEMENTS SURGERY,TPP,TPP
26A,D82106,WEST POTTERGATE MED PRAC,TPP,TPP
26A,D82600,FLEGGBURGH SURGERY,TPP,TPP
26A,D82604,BOUGHTON SURGERY,TPP,TPP
26A,D82618,THE WOOTTONS SURGERY,TPP,TPP
26A,D82621,PLOWRIGHT MEDICAL CENTRE,TPP,TPP
26A,D82624,WINDMILL SURGERY,TPP,TPP
26A,D82628,ALDBOROUGH SURGERY,TPP,TPP
06L,D83001,CONSTABLE COUNTRY RURAL MEDICAL PRACTICE,TPP,TPP
26A,D83002,ALEXANDRA & CRESTVIEW SURGERIES,TPP,TPP
07K,D83003,WICKHAMBROOK SURGERY,TPP,TPP
06L,D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,TPP,TPP
07K,D83005,ANGEL HILL SURGERY,TPP,TPP
06L,D83006,BILDESTON HEALTH CENTRE,TPP,TPP
07K,D83007,IXWORTH SURGERY,TPP,TPP
06L,D83008,BURLINGTON PRIMARY CARE,TPP,TPP
26A,D83009,BECCLES MEDICAL CENTRE,TPP,TPP
26A,D83010,LONGSHORE SURGERIES,TPP,TPP
26A,D83011,BRIDGE ROAD SURGERY,TPP,TPP
07K,D83012,UNITY HEALTHCARE,TPP,TPP
07K,D83013,THE GUILDHALL AND BARROW SURGERY,TPP,TPP
06L,D83015,HOWARD HOUSE SURGERY,TPP/EVERGREENLIFE,TPP
26A,D83016,VICTORIA ROAD SURGERY,TPP,TPP
06L,D83017,NEEDHAM MARKET COUNTRY PRACTICE,TPP,TPP
07K,D83018,MARKET CROSS SURGERY,TPP,TPP
06L,D83019,MENDLESHAM MEDICAL GROUP,TPP,TPP
06L,D83020,THE HOLBROOK AND SHOTLEY PRACTICE,TPP,TPP
07K,D83021,HAVERHILL FAMILY PRACTICE,TPP,TPP
26A,D83022,SOLE BAY H/C,TPP,TPP
26A,D83023,HIGH STREET SURGERY,TPP,TPP
06L,D83024,IVRY STREET MEDICAL PRACTICE,TPP,TPP
06L,D83026,FRAMLINGHAM SURGERY,TPP,TPP
07K,D83027,ORCHARD HOUSE SURGERY,TPP,TPP
06L,D83028,LEISTON SURGERY,TPP,TPP
07K,D83029,THE ROOKERY MEDICAL CENTRE,TPP,TPP
26A,D83030,KIRKLEY MILL HEALTH CENTRE,TPP,TPP
07K,D83033,BOTESDALE HEALTH CENTRE,EMIS,EMIS
26A,D83034,BUNGAY MEDICAL CENTRE,TPP,TPP
26A,D83035,CUTLERS HILL SURGERY,TPP,TPP
06L,D83037,HADLEIGH HEALTH CENTRE,TPP,TPP
07K,D83038,MOUNT FARM SURGERY,TPP,TPP
07K,D83040,VICTORIA SURGERY,TPP,TPP
06L,D83041,DEBENHAM GROUP PRACTICE,TPP/EVERGREENLIFE,TPP
06L,D83043,EYE HEALTH CENTRE,TPP,TPP
06L,D83044,STOWHEALTH,TPP/EVERGREENLIFE,TPP
07K,D83045,LAKENHEATH SURGERY,TPP,TPP
06L,D83046,TWO RIVERS MEDICAL CENTRE,TPP,TPP
26A,D83047,ROSEDALE SURGERY,TPP,TPP
06L,D83048,GROVE MEDICAL CENTRE,TPP,TPP
06L,D83049,LITTLE ST JOHN STREET SURGERY,TPP,TPP
06L,D83050,CARDINAL MEDICAL PRACTICE,TPP/EVERGREENLIFE,TPP
06L,D83051,THE DERBY ROAD PRACTICE,TPP/EVERGREENLIFE,TPP
06L,D83053,SAXMUNDHAM HEALTH CENTRE,TPP,TPP
06L,D83054,THE PENINSULA PRACTICE,TPP,TPP
07K,D83055,WOOLPIT HEALTH CENTRE,EMIS,EMIS
06L,D83056,HAWTHORN DRIVE SURGERY,TPP,TPP
06L,D83057,FRAMFIELD HOUSE SURGERY,TPP,TPP
06L,D83059,BARRACK LANE MEDICAL CENTRE,TPP,TPP
07K,D83060,HARDWICKE HOUSE GROUP PRACTICE,EMIS,EMIS
06L,D83061,WICKHAM MARKET MEDICAL CENTRE,TPP,TPP
07K,D83062,FOREST SURGERY,TPP,TPP
07K,D83064,GLEMSFORD SURGERY,TPP,TPP
07K,D83067,OAKFIELD SURGERY,TPP/EVERGREENLIFE,TPP
06L,D83069,FRESSINGFIELD MEDICAL CENTRE,TPP,TPP
07K,D83070,STANTON SURGERY,TPP,TPP
06L,D83073,DR SOLWAY AND DR ROY PRACTICE,TPP,TPP
06L,D83074,ORCHARD MEDICAL PRACTICE,TPP,TPP
07K,D83075,SIAM SURGERY,TPP,TPP
07K,D83076,CLARE GUILDHALL SURGERY,TPP,TPP
07K,D83078,THE REYNARD SURGERY,TPP,TPP
06L,D83079,COMBS FORD SURGERY,TPP/EVERGREENLIFE,TPP
06L,D83080,MARTLESHAM SURGERY,TPP,TPP
06L,D83081,HAVEN HEALTH,TPP/EVERGREENLIFE,TPP
06L,D83084,EMBRACE MEDICAL CENTRE,TPP,TPP
26A,D83608,ANDAMAN SURGERY,TPP,TPP
07K,D83610,SWAN SURGERY,TPP,TPP
M1J4Y,E81002,GREENSAND SURGERY (AMPTHILL),TPP,TPP
M1J4Y,E81003,DR JL HENDERSON & PARTNERS,TPP,TPP
M1J4Y,E81004,SALISBURY HOUSE SURGERY,TPP,TPP
M1J4Y,E81005,BELL HOUSE MEDICAL CENTRE,TPP,TPP
M1J4Y,E81006,STOPSLEY VILLAGE PRACTICE,TPP,TPP
M1J4Y,E81007,HARROLD MEDICAL PRACTICE,TPP,TPP
M1J4Y,E81008,WHEATFIELD SURGERY,TPP,TPP
M1J4Y,E81009,WEST STREET SURGERY,TPP,TPP
M1J4Y,E81010,DR WHM MATTA'S PRACTICE,TPP,TPP
M1J4Y,E81012,GREENSANDS (POTTON),TPP,TPP
M1J4Y,E81013,CASTLE MEDICAL GROUP PRACTICE,TPP,TPP
M1J4Y,E81014,PRIORY GARDENS SURGERY,TPP,TPP
M1J4Y,E81015,FLITWICK SURGERY,TPP,TPP
M1J4Y,E81016,LISTER HOUSE SURGERY,TPP,TPP
M1J4Y,E81018,WOODLAND AVENUE PRACTICE,TPP,TPP
M1J4Y,E81019,LONDON ROAD HEALTH CENTRE,TPP,TPP
M1J4Y,E81021,QUEENS PARK HEALTH CENTRE,TPP,TPP
M1J4Y,E81022,LARKSFIELD AND ARLESEY MEDICAL PRACTICE,TPP,TPP
M1J4Y,E81024,SHARNBROOK SURGERY,TPP,TPP
M1J4Y,E81025,THE OAKLEY SURGERY,TPP,TPP
M1J4Y,E81026,LARKSIDE PRACTICE,TPP,TPP
M1J4Y,E81027,HOUGHTON REGIS MEDICAL CENTRE,TPP,TPP
M1J4Y,E81028,THE BLENHEIM MEDICAL CENTRE,TPP,TPP
M1J4Y,E81029,PUTNOE MEDICAL CENTRE PARTNERSHIP,TPP,TPP
M1J4Y,E81030,CAULDWELL MEDICAL CENTRE,TPP,TPP
M1J4Y,E81031,GREAT BARFORD SURGERY,TPP,TPP
M1J4Y,E81032,LEA VALE MEDICAL PRACTICE,TPP,TPP
M1J4Y,E81033,SHEFFORD HEALTH CENTRE,TPP,TPP
M1J4Y,E81034,TODDINGTON MEDICAL CENTRE,TPP,TPP
M1J4Y,E81035,SANDY HEALTH CENTRE,TPP,TPP
M1J4Y,E81036,IVEL MEDICAL CENTRE,TPP,TPP
M1J4Y,E81037,THE DE PARYS GROUP,TPP,TPP
M1J4Y,E81038,KING STREET SURGERY,TPP,TPP
M1J4Y,E81040,SUNDON MEDICAL CENTRE,TPP,TPP
M1J4Y,E81041,GARDENIA PRACTICE,TPP,TPP
M1J4Y,E81043,MARSTON FOREST HEALTHCARE,TPP,TPP
M1J4Y,E81044,LEIGHTON ROAD SURGERY,TPP,TPP
M1J4Y,E81045,KINGSBURY COURT SURGERY,TPP,TPP
M1J4Y,E81046,DR A SULAKSHANA & PARTNERS,TPP,TPP
M1J4Y,E81047,GOLDINGTON AVENUE SURGERY,TPP,TPP
M1J4Y,E81048,BUTE HOUSE MEDICAL CENTRE,TPP,TPP
M1J4Y,E81049,PRIORY MEDICAL CENTRE,TPP,TPP
M1J4Y,E81050,ASPLANDS MEDICAL CENTRE,TPP,TPP
M1J4Y,E81052,KIRBY ROAD SURGERY,TPP,TPP
M1J4Y,E81057,SAFFRON HEALTH PARTNERSHIP,TPP,TPP
M1J4Y,E81060,LINDEN ROAD SURGERY,TPP,TPP
M1J4Y,E81061,DR CARRAGHER AND NEAL AND AKHTAR,TPP,TPP
M1J4Y,E81063,CONWAY MEDICAL CENTRE,TPP,TPP
M1J4Y,E81069,CADDINGTON SURGERY,TPP,TPP
M1J4Y,E81073,THE MEDICI MEDICAL PRACTICE,TPP,TPP
M1J4Y,E81074,HOUGHTON CLOSE SURGERY,TPP,TPP
M1J4Y,E81076,DR DV SHAH'S PRACTICE,TPP,TPP
M1J4Y,E81612,DRS MIRZA SUKHANI & PARTNERS,TPP,TPP
M1J4Y,E81615,ASHBURNHAM ROAD SURGERY,TPP,TPP
M1J4Y,E81617,DR PS BATH'S PRACTICE,TPP,TPP
M1J4Y,E81631,MALZEARD ROAD PRACTICE,TPP,TPP
M1J4Y,E81632,BARTON HILLS MEDICAL GROUP,TPP,TPP
M1J4Y,E81633,NEVILLE ROAD SURGERY,TPP,TPP
M1J4Y,E81635,EASTGATE SURGERY,TPP,TPP
06N,E82001,ROTHSCHILD HOUSE GROUP,EMIS,EMIS
06K,E82002,WRAFTON HOUSE SURGERY,EMIS,EMIS
06N,E82004,HATFIELD ROAD SURGERY,EMIS,EMIS
06K,E82005,STANMORE MEDICAL GROUP,TPP,TPP
06K,E82006,THE LIMES SURGERY,TPP,TPP
06K,E82007,HANSCOMBE HOUSE SURGERY,TPP,TPP
06K,E82008,THE NEVELLS ROAD SURGERY,TPP,TPP
06N,E82009,LINCOLN HOUSE SURGERY,EMIS,EMIS
06N,E82012,FAIRBROOK MEDICAL CENTRE,EMIS,EMIS
06N,E82013,BRIDGEWATER SURGERIES,TPP,TPP
06N,E82014,"LODGE,HIGHFIELD & REDBOURN",EMIS,EMIS
06N,E82015,SUTHERGREY HOUSE MEDICAL CENTRE,EMIS,EMIS
06N,E82017,GARSTON MEDICAL CENTRE,EMIS,EMIS
06K,E82018,LISTER HOUSE SURGERY,TPP,TPP
06K,E82019,BRIDGE COTTAGE SURGERY,TPP,TPP
06N,E82020,CONSULTING ROOMS,EMIS,EMIS
06K,E82021,MUCH HADHAM HEALTH CENTRE,EMIS,EMIS
06N,E82022,FERNVILLE SURGERY,EMIS,EMIS
06K,E82023,BURVILL HOUSE SURGERY,EMIS,EMIS
06K,E82024,LEA WHARF MEDICAL,TPP,TPP
06N,E82027,PARKFIELD MEDICAL CENTRE,EMIS,EMIS
06N,E82031,MALTINGS SURGERY,EMIS,EMIS
06N,E82032,BENNETTS END SURGERY,EMIS,EMIS
06K,E82035,KNEBWORTH & MARYMEAD PRACTICE,TPP,TPP
06N,E82037,VILLAGE SURGERY,EMIS,EMIS
06K,E82038,THE BUNTINGFORD & PUCKERIDGE MED PRAC.,TPP,TPP
06K,E82040,PEARTREE LANE SURGERY,TPP,TPP
06K,E82041,THE GARDEN CITY PRACTICE,TPP,TPP
06K,E82042,ABBEY ROAD SURGERY,TPP,TPP
06N,E82043,SCHOPWICK SURGERY,EMIS,EMIS
06K,E82044,THE PORTMILL SURGERY,TPP,TPP
06N,E82045,WATFORD HEALTH CENTRE,EMIS,EMIS
06N,E82046,VINE HOUSE HEALTH CENTRE,EMIS,EMIS
06N,E82050,GROVE HILL MEDICAL CENTRE,EMIS,EMIS
06N,E82051,EVEREST HOUSE SURGERY,EMIS,EMIS
06K,E82053,BANCROFT MEDICAL CENTRE,TPP,TPP
06N,E82055,MIDWAY SURGERY,EMIS,EMIS
06K,E82056,SHEPHALL HEALTH CENTRE,TPP,TPP
06K,E82058,POTTERELLS MEDICAL CENTRE,TPP,TPP
06N,E82059,GRANGE STREET SURGERY,EMIS,EMIS
06N,E82060,PARKBURY HOUSE SURGERY,EMIS,EMIS
06K,E82061,AMWELL SURGERY,TPP,TPP
06K,E82062,HALL GROVE GROUP PRACTICE,EMIS,EMIS
06K,E82063,THE MAPLES,TPP,TPP
06N,E82066,HAVERFIELD SURGERY,EMIS,EMIS
06K,E82067,CHURCH STREET PARTNERSHIP,TPP,TPP
06N,E82068,GADE AND CHORLEYWOOD HEALTH CENTRES,EMIS,EMIS
06N,E82069,THE ELMS SURGERY,EMIS,EMIS
06N,E82070,WOODHALL FARM MEDICAL CTR,EMIS,EMIS
06N,E82071,ELMS MEDICAL PRACTICE,EMIS,EMIS
06N,E82073,MANOR VIEW PRACTICE,EMIS,EMIS
06K,E82074,SOUTH STREET SURGERY,TPP,TPP
06K,E82075,REGAL CHAMBERS SURGERY,TPP,TPP
06N,E82077,DAVENPORT HOUSE SURGERY,EMIS,EMIS
06N,E82078,HIGHVIEW MEDICAL CENTRE,EMIS,EMIS
06K,E82079,CROMWELL MEDICAL CENTRE,TPP,TPP
06K,E82081,CUFFLEY AND GOFFS OAK MEDICAL PRACTICE,TPP,TPP
06K,E82082,THE BIRCHWOOD AND SOLLERSHOTT SURGERIES,TPP,TPP
06N,E82083,THE COLNE PRACTICE,EMIS,EMIS
06N,E82084,HARVEY GROUP PRACTICE,EMIS,EMIS
06N,E82085,THE RED HOUSE GROUP,EMIS,EMIS
06K,E82086,KING GEORGE & MANOR HOUSE SURGERIES,TPP,TPP
06K,E82088,HAILEY VIEW SURGERY,TPP,TPP
06K,E82090,PARK LANE SURGERY,TPP,TPP
06N,E82091,PARKWOOD SURGERY,EMIS,EMIS
06K,E82092,DOLPHIN HOUSE SURGERY,TPP,TPP
06K,E82093,BEDWELL MEDICAL CENTRE,TPP,TPP
06N,E82094,THE MANOR STREET SURGERY,EMIS,EMIS
06N,E82096,SHEEPCOT MEDICAL CENTRE,EMIS,EMIS
06N,E82098,ANNANDALE MEDICAL CENTRE,EMIS,EMIS
06K,E82099,THE BALDOCK SURGERY,TPP,TPP
06K,E82100,CENTRAL SURGERY,TPP,TPP
06K,E82102,NEW RIVER HEALTH,TPP,TPP
06N,E82105,ABBOTSWOOD MEDICAL CENTRE,EMIS,EMIS
06N,E82106,NEW ROAD SURGERY,EMIS,EMIS
06N,E82107,SUMMERFIELD HEALTH CENTRE,EMIS,EMIS
06K,E82111,THE SYMONDS GREEN HEALTH CENTRE,TPP,TPP
06N,E82113,VERULAM MEDICAL GROUP,EMIS,EMIS
06K,E82115,STOCKWELL LODGE MED.CTR.,TPP,TPP
06N,E82117,THE GROVE MEDICAL CENTRE,EMIS,EMIS
06K,E82121,WATTON PLACE CLINIC,TPP,TPP
06K,E82123,WARDEN LODGE MEDICAL PRACTICE,TPP,TPP
06N,E82124,ATTENBOROUGH SURGERY,EMIS,EMIS
06N,E82129,KINGS LANGLEY SURGERY,EMIS,EMIS
06H,E82132,ROYSIA SURGERY,TPP,TPP
06K,E82133,HIGH STREET SURGERY,TPP,TPP
06K,E82626,WHITWELL SURGERY,TPP,TPP
06K,E82638,STANHOPE SURGERY,TPP,TPP
06N,E82643,ARCHWAY SURGERY,EMIS,EMIS
06N,E82652,GOSSOMS END SURGERY,EMIS,EMIS
06K,E82654,HELIX MEDICAL CENTRE,TPP,TPP
06N,E82655,SOUTH OXHEY SURGERY,EMIS,EMIS
06N,E82657,LITTLE BUSHEY SURGERY,EMIS,EMIS
06K,E82661,THE GARDEN CITY SURGERY,TPP,TPP
93C,E83003,OAKLEIGH ROAD HEALTH CENTRE,EMIS,EMIS
93C,E83005,LICHFIELD GROVE SURGERY,EMIS,EMIS
93C,E83006,GREENFIELD MEDICAL CENTRE,EMIS,EMIS
93C,E83007,SQUIRES LANE MEDICAL PRACTICE,EMIS,EMIS
93C,E83008,HEATHFIELDE MEDICAL CENTRE,EMIS,EMIS
93C,E83009,PHGH DOCTORS,EMIS,EMIS
93C,E83010,THE SPEEDWELL PRACTICE,EMIS,EMIS
93C,E83011,THE EVERGLADE MEDICAL PRACTICE,EMIS,EMIS
93C,E83012,THE OLD COURT HOUSE SURGERY,EMIS,EMIS
93C,E83013,CORNWALL HOUSE SURGERY,EMIS,EMIS
93C,E83016,MILLWAY MEDICAL PRACTICE,EMIS,EMIS
93C,E83017,LONGROVE SURGERY,EMIS,EMIS
93C,E83018,WATLING MEDICAL CENTRE,EMIS,EMIS
93C,E83020,ST. GEORGES MEDICAL CENTRE,EMIS,EMIS
93C,E83021,TORRINGTON PARK GROUP PRACTICE,EMIS,EMIS
93C,E83024,ST ANDREWS MEDICAL PRACTICE.,EMIS,EMIS
93C,E83025,PENNINE DRIVE PRACTICE,EMIS,EMIS
93C,E83026,SUPREME MEDICAL CENTRE,EMIS,EMIS
93C,E83027,THE PRACTICE AT 188,EMIS,EMIS
93C,E83028,PARKVIEW SURGERY,EMIS,EMIS
93C,E83030,PENSHURST GARDENS SURGERY,EMIS,EMIS
93C,E83031,THE VILLAGE SURGERY,EMIS,EMIS
93C,E83032,OAK LODGE MEDICAL CENTRE,EMIS,EMIS
93C,E83034,COLNEY HATCH LANE SURGERY,EMIS,EMIS
93C,E83035,WENTWORTH MEDICAL PRACTICE.,EMIS,EMIS
93C,E83038,JAI MEDICAL CENTRE,EMIS,EMIS
93C,E83039,RAVENSCROFT MEDICAL CENTRE,EMIS,EMIS
93C,E83041,WAKEMANS HILL SURGERY,EMIS,EMIS
93C,E83044,ADDINGTON MEDICAL CENTRE,EMIS,EMIS
93C,E83045,FRIERN BARNET MEDICAL CENTRE,EMIS,EMIS
93C,E83046,MULBERRY MEDICAL PRACTICE,EMIS,EMIS
93C,E83049,LANGSTONE WAY SURGERY,EMIS,EMIS
93C,E83050,EAST FINCHLEY MEDICAL CENTRE,EMIS,EMIS
93C,E83053,LANE END MEDICAL GROUP,EMIS,EMIS
93C,E83600,DRS ADLER AND ROSENBERG,EMIS,EMIS
93C,E83613,EAST BARNET HEALTH CENTRE,EMIS,EMIS
93C,E83621,BRUNSWICK PARK MEDICAL PRACTICE,EMIS,EMIS
93C,E83622,TEMPLE FORTUNE MEDICAL GROUP,EMIS,EMIS
93C,E83637,COLINDALE MEDICAL CENTRE LP,EMIS,EMIS
93C,E83638,THE MOUNTFIELD SURGERY,EMIS,EMIS
93C,E83639,ROSEMARY SURGERY,EMIS,EMIS
93C,E83649,THE HODFORD ROAD PRACTICE,EMIS,EMIS
93C,E83653,THE PHOENIX PRACTICE,EMIS,EMIS
93C,E83668,DR SP TALPAHEWA,EMIS,EMIS
W2U3Z,E84002,FORTY WILLOWS SURGERY,EMIS,EMIS
W2U3Z,E84003,PREMIER MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84004,THE CIRCLE PRACTICE,EMIS,EMIS
W2U3Z,E84005,KINGS ROAD SURGERY,EMIS,EMIS
W2U3Z,E84006,THE LAW MEDICAL GROUP PRACTICE,EMIS,EMIS
W2U3Z,E84007,UXENDON CRESCENT SURGERY,EMIS,EMIS
W2U3Z,E84008,SIMPSON HOUSE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84009,ENDERLEY ROAD MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84011,ST ANDREWS MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84012,MAPESBURY MEDICAL GROUP,EMIS,EMIS
W2U3Z,E84013,CHURCH END MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84014,BACON LANE SURGERY,EMIS,EMIS
W2U3Z,E84015,WILLOW TREE FAMILY DOCTORS,EMIS,EMIS
W2U3Z,E84017,SUDBURY & ALPERTON MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84018,STREATFIELD HEALTH CENTRE,EMIS,EMIS
W2U3Z,E84020,JAI MEDICAL CENTRE (BRENT),EMIS,EMIS
W2U3Z,E84021,THE WILLESDEN MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84022,ROXBOURNE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84024,THE PINN MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84025,THE LONSDALE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84028,THE STONEBRIDGE PRACTICE,EMIS,EMIS
W2U3Z,E84030,PRESTON HILL SURGERY,EMIS,EMIS
W2U3Z,E84031,BRENTFIELD MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84032,ELLIS PRACTICE,EMIS,EMIS
W2U3Z,E84033,CHALKHILL FAMILY PRACTICE,EMIS,EMIS
W2U3Z,E84036,GLADSTONE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84039,HONEYPOT MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84040,THE PINNER ROAD SURGERY,EMIS,EMIS
W2U3Z,E84042,KILBURN PARK MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84044,THE NORTHWICK SURGERY,EMIS,EMIS
W2U3Z,E84048,THE FRYENT WAY SURGERY,EMIS,EMIS
W2U3Z,E84049,BRAMPTON HEALTH CENTRE,EMIS,EMIS
W2U3Z,E84051,STANLEY CORNER MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84053,HATCH END MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84057,THE STANMORE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84058,GP DIRECT,EMIS,EMIS
W2U3Z,E84059,THE ALLENDALE ROAD SURGERY,TPP,TPP
W2U3Z,E84061,ELLIOTT HALL MEDICAL CTR.,EMIS,EMIS
W2U3Z,E84062,THE SHAFTESBURY MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84063,LANCELOT MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84066,GP PATHFINDER CLINICS,EMIS,EMIS
W2U3Z,E84067,CHURCH LANE SURGERY,EMIS,EMIS
W2U3Z,E84068,THE RIDGEWAY SURGERY,EMIS,EMIS
W2U3Z,E84069,BELMONT HEALTH CENTRE,EMIS,EMIS
W2U3Z,E84070,PINNER VIEW MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84074,FREUCHEN MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84075,MOLLISON WAY SURGERY,EMIS/EVERGREENLIFE,EMIS
W2U3Z,E84076,OXGATE GARDENS SURGERY,EMIS,EMIS
W2U3Z,E84078,KINGSBURY HEALTH AND WELLBEING,EMIS,EMIS
W2U3Z,E84080,STAVERTON SURGERY,EMIS,EMIS
W2U3Z,E84083,LANFRANC MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84086,WALM LANE SURGERY,EMIS,EMIS
W2U3Z,E84601,KENTON BRIDGE MEDICAL CENTRE DR GOLDEN,EMIS,EMIS
W2U3Z,E84617,THE CIVIC MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84620,PRESTON ROAD SURGERY,EMIS,EMIS
W2U3Z,E84626,THE SUNFLOWER MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84635,THE SURGERY,EMIS,EMIS
W2U3Z,E84637,HILLTOP MEDICAL PRACTICE,EMIS,EMIS
W2U3Z,E84638,ALPERTON MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84645,PARK ROYAL MEDICAL PRACTICE,EMIS,EMIS
W2U3Z,E84646,THE STREATFIELD MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84647,KENTON CLINIC,EMIS,EMIS
W2U3Z,E84653,ZAIN MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84656,ROUNDWOOD PARK MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84658,ASPRI MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84663,KENTON BRIDGE MEDICAL CENTRE - DR RAJA,EMIS,EMIS
W2U3Z,E84665,NEASDEN MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84674,CHICHELE ROAD SURGERY,EMIS,EMIS
W2U3Z,E84676,HEADSTONE LANE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84678,PRESTON MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84680,HEADSTONE ROAD SURGERY,EMIS,EMIS
W2U3Z,E84684,THE TUDOR HOUSE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84685,SUDBURY SURGERY,EMIS,EMIS
W2U3Z,E84693,ST. PETER'S MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84699,KINGS EDGE MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84701,PEARL MEDICAL PRACTICE,EMIS,EMIS
W2U3Z,E84702,WILLESDEN GREEN SURGERY,EMIS,EMIS
W2U3Z,E84704,ST. GEORGES MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E84709,WEMBLEY PARK MEDICAL CENTRE,EMIS,EMIS
W2U3Z,E85001,THORNBURY ROAD CENTRE FOR HEALTH,TPP,TPP
W2U3Z,E85003,NORTH END MEDICAL CENTRE,TPP,TPP
W2U3Z,E85004,ALBANY PRACTICE,TPP,TPP
W2U3Z,E85005,"THE SURGERY, DR DASGUPTA & PARTNERS",TPP,TPP
W2U3Z,E85006,WATERSIDE MEDICAL CENTRE,TPP,TPP
W2U3Z,E85007,ST. MARGARETS PRACTICE,TPP,TPP
W2U3Z,E85008,NORTH FULHAM SURGERY,TPP,TPP
W2U3Z,E85012,KS MEDICAL CENTRE,TPP,TPP
